9.999963687989789074e-01,2.135805764998020909e-05,1.232332620382404585e-05,1.457904101955291804e-04,1.188405542391894869e-03,1.405666495696307303e-07,3.295718067612288198e-07,3.562842190527548692e-07,1.746398154703773783e-07,2.871881125920073673e-07,9.344595428737867186e-08,1.300004064854270598e-06,1.074788748778603818e-06,1.019701818541856827e-05,1.821192909120046999e-04,7.597010055710025314e-09,5.822118661228624494e-08,6.378924055216434063e-08,1.884115480295641578e-08,3.565216627175685001e-08,7.352443080952053004e-09,3.013160106484145026e-05,2.057449355609544117e-05,2.191605026229208862e-04,2.396993796292943082e-03,1.925668121638015733e-07,7.902125164995456757e-07,8.451807249038861503e-07,3.150877432076013329e-07,5.462391509036073234e-07,1.411602587316646619e-07
9.999960311402793511e-01,2.441484072197421264e-05,2.109147883468554747e-05,1.577409981502368795e-04,1.573849236623131023e-03,1.005791736888718806e-07,9.333899243442158308e-08,1.031429100019231522e-07,8.328582272537339159e-08,2.150689907059663284e-07,6.726247076880304357e-08,6.450882806219243287e-07,8.710768889575534118e-07,4.033137033216741708e-06,8.792666021798004300e-05,6.201630664672593830e-09,1.552484767347704044e-08,2.207661825127468664e-08,1.590466046059574452e-08,1.648624879087126066e-08,4.192183637822698888e-09,2.966100484405131374e-05,2.778567920765271200e-05,1.884820956076570340e-04,2.321605661263079906e-03,1.469400720165487348e-07,2.214783314885944411e-07,2.867586542746217888e-07,2.207661825127469260e-07,3.264016139301365532e-07,1.056591697165845638e-07
9.999999996890964749e-01,2.335680792633776549e-07,2.520732191135995428e-07,1.542094987518491259e-06,1.427030976911342338e-05,1.300104697169435855e-09,1.896776834647744106e-09,2.341611927201155254e-09,1.517184222335500524e-09,2.454303483981352933e-09,7.116175253941098992e-10,8.844507866875285446e-09,9.334419582140775997e-09,5.438850398286371505e-08,1.115409166741259442e-06,7.295295517875940161e-11,4.752025015383905484e-10,4.545621532439122213e-10,2.441254987933119482e-10,2.669010555320465755e-10,5.422243221497710956e-11,2.795936835062372318e-07,3.028437310103621896e-07,1.808996043050537908e-06,2.027261795130078149e-05,1.712911663059001156e-09,5.035533247704611523e-09,5.342766018294834790e-09,2.882531399746103119e-09,4.285837838387930092e-09,1.038897530822072730e-09
9.999999999656079552e-01,1.353909902655566490e-07,2.416171962882700961e-07,9.197577079511282859e-07,4.577448453724292688e-06,1.689423477481770775e-09,3.365805791277717400e-09,2.861942648870873401e-09,1.247209472498823082e-09,3.078900190189584839e-09,1.155209990497008723e-09,5.875637020631337899e-09,1.370507747346615445e-08,4.084255354333123315e-08,3.228280792409025819e-07,1.080045465253258400e-10,8.841908978988803887e-10,6.711457056859161545e-10,2.213441145584888443e-10,7.069496278051788459e-10,1.091663956536992564e-10,1.767670459596716152e-07,3.141734887948556254e-07,1.172163503288580350e-06,6.730426022220360411e-06,2.487305582987196440e-09,1.027050918275409206e-08,8.143613941629671890e-09,3.052817862817936951e-09,7.869749504227364307e-09,2.051019379679623793e-09
9.999999997038783173e-01,2.405213886577852908e-07,1.699889952366998989e-07,1.601500227090526769e-06,1.537487634741978765e-05,1.188974631955439280e-09,1.574235604423552823e-09,2.347128386113429857e-09,1.236391367028438032e-09,2.144421843676360652e-09,6.973816310861264504e-10,8.975987949318630554e-09,9.261673778133446490e-09,6.446305133174156483e-08,1.119509115073496377e-06,1.362045714971884240e-10,2.917314625366237686e-10,6.742659727380397164e-10,2.234513640315057847e-10,2.081594669704637497e-10,6.063414997459692764e-11,2.671933021363469591e-07,1.976092434167215894e-07,1.804206769527595766e-06,1.867033943499319049e-05,1.628764849757501006e-09,2.430107672491177001e-09,4.741673507299857846e-09,1.926304862340567095e-09,2.802329042814215727e-09,9.101642297262076761e-10
9.999994402508558533e-01,1.475491775298850014e-05,1.860660311019433512e-05,9.785651075214942918e-05,5.654274104378164030e-04,1.514601195848940006e-07,2.014727725307666873e-07,1.870141382667939980e-07,9.586548570596304192e-08,2.473374566304176908e-07,9.022424807510155498e-08,3.964273083031850531e-07,1.055006247687579379e-06,2.627441980592410036e-06,3.222379226536203873e-05,8.900356010035632741e-09,3.964273083031850531e-08,4.351811886664559566e-08,1.347497308044010136e-08,2.565815014877116819e-08,6.022850764713859755e-09,1.833402230029976764e-05,2.814693145650416968e-05,1.225428510569486894e-04,8.788953418165680858e-04,2.122574915309430157e-07,6.220768135376437895e-07,6.346392334719150305e-07,2.063318217506263407e-07,4.722758814912383774e-07,1.474306641342786679e-07
9.999974026401742266e-01,2.161397296432344614e-05,2.366285916861273449e-05,1.416455433716758367e-04,1.231700377145007351e-03,1.120728910473384897e-07,1.290916741430824838e-07,1.334736851002329987e-07,8.764021914301014067e-08,2.124683150575137471e-07,6.800407274583299878e-08,5.290389985294949557e-07,9.157218573158842715e-07,3.766160768578003030e-06,6.384708397296859372e-05,5.109187910580347239e-09,1.636740308859999999e-08,2.669473702004660041e-08,1.230516049859290941e-08,1.621344054145687695e-08,2.580649155575933431e-09,2.709740829719015708e-05,3.275849272291432921e-05,1.814389401717452996e-04,1.902029620860463044e-03,1.707799946002981287e-07,3.050827088005325383e-07,4.481494449150680572e-07,2.288120316003994302e-07,3.627594476149189797e-07,9.910450726874441457e-08
9.999999999184611132e-01,1.623288167901336859e-07,2.466308718992329560e-07,1.067983900398983035e-06,6.842437871846698969e-06,1.407796959616841401e-09,1.947708997956016626e-09,1.108950910325595972e-09,7.086345503201677680e-10,2.600102710949186880e-09,8.822115345757010237e-10,6.908742859011159955e-09,1.630392273668957138e-08,4.565571973324256272e-08,6.033753831965873219e-07,1.042527521398342113e-10,3.586389395020531401e-10,2.945835858306729437e-10,1.714457525252469615e-10,1.759450195114067378e-10,6.407903402393897985e-11,2.019934073260160678e-07,3.331825605014122093e-07,1.309523496498087791e-06,1.062063812259299127e-05,1.958365156607447839e-09,4.359552906063254982e-09,3.170799207614718666e-09,1.842331429069642406e-09,3.784120338885975302e-09,1.362804289755243224e-09
9.999994130759245481e-01,1.538495228885266975e-05,2.582305068790502134e-05,1.035525634826622100e-04,6.151613999804321584e-04,1.506541866439188471e-07,2.286440601697181637e-07,2.200048177305932222e-07,1.106888144289531079e-07,2.781125990677213411e-07,8.744570189410182860e-08,3.624931450827364168e-07,1.185824784110029001e-06,2.847399631306117791e-06,2.878169535883822928e-05,6.782397043647281804e-09,4.144469455043234344e-08,4.204825806330271936e-08,1.450919346625644232e-08,2.536150211923944432e-08,4.436783548531435897e-09,1.833176238110214475e-05,3.636766029511096600e-05,1.256832256212426049e-04,8.749304020883675930e-04,2.015428749839699975e-07,6.391855947084098643e-07,6.378837910531992070e-07,2.437923208848962064e-07,5.181178547738230765e-07,1.268666834896158894e-07
9.999999999473171419e-01,1.474538745327238600e-07,2.844936712493323576e-07,9.937160388854590814e-07,5.631885946237823001e-06,1.403533669308270237e-09,2.835469369024128106e-09,2.689908963185243191e-09,1.010993940716741263e-09,2.402338405308422178e-09,9.754914027072572384e-10,3.521851770540819389e-09,1.892285275905500917e-08,2.412989166711267385e-08,2.833102533156829111e-07,8.460254807660052554e-11,8.540727227148218118e-10,9.163205060247838984e-10,1.694654480986039549e-10,2.117134683298900168e-10,1.192885277118664834e-10,1.785777661877048810e-07,4.814144154086039775e-07,1.155607612208706671e-06,8.418835179982323168e-06,2.192873431052466018e-09,1.252056173801138370e-08,1.307676816682663204e-08,2.615353633365326740e-09,5.166802698313581407e-09,2.455592212322648215e-09
9.999986094144258653e-01,1.894429485360025234e-05,2.748223548050373390e-05,1.214468839865634220e-04,9.434306138703046169e-04,9.703925316394737361e-08,7.886360947481903089e-08,3.901200294758254048e-08,3.929581260831063707e-08,1.806921506635529608e-07,6.736931821533124817e-08,4.487740260262981039e-07,1.403675280351030052e-06,2.916144263981161956e-06,4.790470565039614179e-05,4.764454679472871902e-09,1.096096560536958369e-08,1.301976818590129609e-08,8.976663060778994738e-09,1.726508769429236369e-08,3.597287449728587262e-09,2.269294745571715898e-05,4.006446377278256204e-05,1.463984833255749869e-04,1.359921290988782162e-03,1.396580038832827578e-07,1.834119932455305283e-07,1.725326229176202848e-07,1.179583902401139370e-07,3.486128665943417009e-07,9.994830218641031234e-08
9.999999998371662535e-01,1.865027730105772011e-07,2.114407230138926853e-07,1.224441526229138031e-06,9.230587181321976874e-06,1.147618457498545628e-09,1.527006227691164624e-09,1.176456655606644932e-09,7.807587569758384940e-10,2.177047578488487095e-09,7.188275446453299873e-10,5.978016640605193796e-09,1.164046775273241386e-08,4.212267953166648701e-08,6.401134465305995294e-07,6.820706609911540693e-11,4.799668955614411591e-10,3.298664381955139535e-10,1.515187294040303929e-10,2.373241877092769580e-10,4.897766104916552394e-11,2.413426251505695384e-07,3.224205099954719157e-07,1.613284443342445548e-06,1.535279481246766724e-05,1.649923137660112794e-09,6.629239884767601080e-09,4.686207192566151440e-09,2.139226990805733780e-09,4.481739640406265542e-09,1.238624246610170546e-09
9.999978411884596907e-01,2.265347391309505462e-05,2.930652858866756747e-05,1.564590477878865366e-04,1.327065790527164448e-03,1.150990276022669838e-07,2.904655131892938729e-07,2.440241190951553605e-07,1.321157216214933094e-07,2.832570525283715920e-07,9.217375927080928562e-08,1.129128551067413696e-06,4.216358629208302072e-06,1.308158352728024116e-05,1.373152670162569198e-04,3.709402953218850250e-09,9.804688213716725803e-08,1.050544512714736663e-07,4.833213787405255672e-08,5.298809443209087691e-08,1.517321883381014384e-08,2.476874351687388009e-05,3.538054298164141004e-05,1.792661446330995789e-04,1.574044196778435481e-03,1.225438312356785112e-07,4.612233108127802977e-07,4.300260384441987097e-07,2.088090161942564242e-07,3.753126403129362544e-07,1.208894304282537067e-07
9.999990176816156984e-01,1.872677249401110075e-05,2.829692121334800333e-05,1.225215336043502417e-04,9.247599262499993757e-04,9.925780171746830667e-08,1.183862841577231695e-07,1.174174542873705429e-07,6.337565151916437613e-08,2.182230207977192725e-07,6.306846156027208442e-08,4.764988862356262959e-07,1.273656829561133674e-06,3.429894041016670308e-06,4.321926421646221352e-05,1.154207195545706336e-08,3.693368505758908904e-08,5.967755701403789804e-08,2.353547685051742061e-08,3.522051028684359568e-08,3.546862525364121463e-09,1.989645733748561133e-05,3.268028562677268681e-05,1.323279822920658117e-04,1.035584611419604383e-03,1.336276321181486279e-07,2.273205695802987776e-07,2.743442632876579070e-07,1.322098323078764818e-07,3.318833055878686613e-07,7.428089505984088406e-08
9.999999999411220974e-01,1.621639478362115605e-07,2.670449279371262500e-07,1.105502222685317053e-06,6.830255719860243749e-06,1.335815185744758062e-09,2.708244227155376095e-09,2.513364027643541164e-09,9.478264248984688751e-10,2.443679592666582158e-09,9.073149652423723293e-10,2.505096382815766612e-09,1.380696686238392709e-08,2.434230855720553602e-08,2.268877959165057796e-07,7.593241228252034532e-11,7.010962813953036238e-10,6.497187742512744994e-10,1.922817968516769559e-10,2.316121643895199425e-10,9.558578513025931651e-11,1.775181453735076336e-07,3.780675870529593371e-07,1.285028224659855689e-06,8.240479709054975937e-06,1.949983087236600747e-09,9.123936613508626181e-09,8.200322577034355242e-09,2.607851397103824654e-09,4.247207257239743433e-09,1.690142821220821253e-09
9.999999999059833167e-01,1.714642820753125811e-07,3.247679730642440822e-07,1.140697386873795573e-06,7.768959355654466480e-06,1.343176184895330397e-09,1.880918362518043962e-09,1.932805765621989903e-09,8.684064464942241113e-10,2.715833848826993894e-09,8.345617085605139606e-10,4.363258897377280504e-09,1.218174713781278486e-08,3.395087125824104847e-08,3.838488570530553073e-07,6.612106118268760623e-11,5.000058844562073133e-10,5.590867684450185946e-10,1.285392485984117765e-10,2.189884262818813559e-10,6.445830576503841070e-11,2.058986495897495287e-07,4.378589266476174096e-07,1.463460619363569013e-06,1.112277241082770632e-05,1.978796872918669306e-09,7.755987504878479066e-09,8.285474868371020720e-09,2.018891684408082172e-09,4.974115143010100370e-09,1.581386535508900773e-09
9.999987553392545303e-01,1.730301498148322404e-05,2.372681822733360449e-05,1.116680953232779733e-04,8.068061140889147206e-04,1.163003057372581759e-07,8.486492361490410855e-08,8.716334862947441688e-08,6.198675462371953209e-08,1.869385678517193108e-07,6.980139967325862806e-08,5.571617971217384881e-07,1.461562573367792911e-06,3.765880985411369355e-06,5.351204905717563804e-05,6.739689350416967393e-09,1.369625572784980089e-08,2.355001630313589069e-08,1.307155559568453602e-08,1.661938087458538732e-08,2.457546746348264625e-09,2.247741796300307322e-05,3.639762279483664808e-05,1.454490496399884320e-04,1.341337264913345338e-03,1.725586780169716817e-07,2.205309334492854920e-07,3.434672047414312982e-07,1.896495306894176089e-07,3.570220189299229742e-07,9.684030728056279015e-08
9.999999998331767781e-01,1.900732931964347638e-07,2.436897522196076190e-07,1.273832795693403451e-06,9.412929113782522237e-06,1.378708946310159216e-09,2.382691871315505887e-09,2.029176756877003439e-09,1.211378458809268104e-09,2.550022358816397205e-09,8.668190606032078765e-10,6.707360104613185364e-09,1.264405725975043430e-08,4.541490836819960113e-08,6.384482966759353250e-07,8.279323980149725690e-11,2.947137670702314784e-10,3.756687282766485357e-10,1.528363678089125247e-10,1.990290094288768622e-10,4.880865346680922811e-11,2.469892266210336662e-07,3.709551934174685135e-07,1.612028921839570977e-06,1.549574584955435544e-05,2.108128465768269145e-09,4.988098264727268829e-09,5.637387691579317701e-09,2.442789440770051783e-09,4.367090047030299258e-09,1.345714202295898927e-09
9.999948635265560881e-01,2.333282872421547167e-05,2.608895286427928933e-05,1.531180077813231594e-04,1.484066844649747528e-03,1.157925488075529250e-07,1.209632261472452911e-07,1.742011796219822754e-07,1.118703721466928663e-07,1.863328371615794187e-07,6.354397322924910761e-08,8.930313346138400307e-07,1.197853953181581989e-06,6.907977812595848879e-06,1.323881851893901835e-04,7.648833404091635036e-09,2.229633759461882783e-08,3.994024341434360345e-08,1.791480691041480769e-08,1.597138604242108934e-08,2.352128165686941050e-09,3.217833825065960100e-05,3.637141600220968453e-05,2.200187988734705153e-04,2.824438328150868753e-03,1.780880213579696989e-07,3.710167111624368617e-07,6.327307213855907290e-07,2.812660019859997955e-07,3.260235734913095971e-07,8.969181763498275335e-08
9.999999941621532384e-01,1.590989677949793953e-06,1.687342080898009185e-06,1.027680629494010215e-05,6.654190949948067730e-05,1.149061156622676358e-08,9.551813214219997503e-09,7.830395283498838575e-09,5.617815103602633818e-09,2.214930238504698571e-08,6.775218968285460828e-09,3.171404092161369018e-08,9.266281093288091400e-08,2.418210308139347725e-07,2.768369040804811708e-06,9.943097972534090116e-10,1.715542784199925839e-09,2.804794949236453684e-09,1.545163535084179687e-09,2.326558022408118544e-09,2.702567399767006076e-10,1.775469278716498530e-06,2.263106439978806439e-06,1.171504216333784949e-05,8.356808411801283144e-05,1.692042198114995425e-08,2.083326956429087956e-08,2.808320037149193331e-08,1.513437743869523403e-08,3.498062238741903893e-08,8.529537719525521417e-09
9.999999952661154934e-01,1.536897337734342022e-06,1.845921802431690633e-06,1.006150757111557402e-05,6.109989416069250203e-05,1.263122811975854466e-08,1.492247415078451230e-08,5.367390702423909504e-09,3.654243669995262736e-09,2.311220996424656678e-08,8.002911137086088929e-09,2.176096230492355933e-08,8.785459781528804047e-08,1.625022185081494695e-07,1.723722014110305639e-06,4.813966661083791564e-10,2.230146136865276198e-09,1.995146543939536150e-09,7.625736790440276129e-10,1.971646584646961690e-09,2.849370064224602067e-10,1.703747048711617663e-06,2.407570829524210051e-06,1.129055544211719706e-05,7.408362166983964566e-05,1.541597329592857100e-08,3.261794349809276785e-08,2.220746153148246249e-08,8.557510176390834931e-09,3.741193519377787162e-08,9.615008344556667423e-09
9.999999987373883181e-01,1.116695632291319483e-06,1.461668104556399045e-06,7.089795291714880814e-06,3.218254773617344538e-05,1.203173745229704714e-08,7.627933548858636378e-09,3.473224209862311718e-09,2.439246772555534087e-09,2.132578464445228511e-08,8.113197959776474783e-09,3.258203901876924696e-08,1.147714955410522988e-07,2.243026054339361601e-07,1.844709746104136862e-06,1.128680370769193668e-09,1.682563284344665003e-09,2.332324105743128776e-09,1.669638566378330179e-09,2.381673028887315684e-09,3.487323902189222322e-10,1.201998770869128730e-06,1.840009848661833536e-06,7.652608010430728377e-06,3.699994261453456610e-05,1.555666053402469567e-08,1.348870565941114206e-08,1.041849765522635875e-08,7.316565343306026688e-09,2.878687183410914373e-08,9.133075704756340568e-09
9.999999897316911301e-01,1.802345215670362728e-06,1.675452592924339808e-06,1.204304984395125040e-05,8.276218839101717370e-05,1.260701705615579835e-08,2.508479162618138378e-08,2.440333124476755729e-08,1.146263358805740667e-08,2.962002795765961109e-08,8.262119658796604966e-09,5.155600264903228164e-08,8.337315287090544292e-08,3.975968846042051576e-07,5.276618229188786245e-06,7.976611257618052829e-10,6.260036055470464070e-09,7.573609687230220805e-09,2.645946170592996731e-09,4.314349173364779571e-09,5.162649855055783849e-10,2.123101567611698732e-06,2.241769668513071523e-06,1.469839546808098888e-05,1.152490496773832403e-04,1.633155052008999121e-08,6.995543294720561674e-08,7.407944318645134418e-08,2.811611539178082456e-08,5.483406206997120779e-08,1.168587060955503920e-08
9.999938795510021627e-01,2.484984949225340519e-05,2.705768111065777151e-05,1.611247330027016516e-04,1.648827442680708124e-03,1.107204069059381382e-07,1.200214847877267661e-07,1.288293236909356827e-07,1.013723538833324378e-07,2.077475602636875046e-07,6.198369830818216206e-08,8.123176225799470613e-07,1.323524592522192388e-06,5.053350773401058899e-06,1.103798371350140679e-04,5.552461644582898169e-09,1.478542557218669186e-08,2.014059162533770717e-08,1.219004904204113306e-08,1.271851937623366693e-08,2.333490120090147478e-09,3.425662144088052443e-05,4.179613154202735641e-05,2.207831618404366991e-04,3.070999830918840282e-03,1.645304307119424448e-07,3.053384153112422308e-07,3.705164231949881555e-07,2.359326447539560219e-07,3.314096184647406325e-07,8.838372744740036241e-08
9.999960232852125319e-01,1.952952287684362823e-05,2.507754949591091840e-05,1.290238748620299895e-04,1.061045429092657500e-03,1.314870579275778261e-07,1.708979869763433544e-07,1.788740083314506561e-07,1.075589938622559077e-07,2.340023912270452976e-07,7.424737526151361403e-08,9.463314748971435001e-07,1.057643890573567529e-06,6.398411248839759210e-06,1.203440869167661412e-04,7.093967228777793004e-09,2.207481204457640299e-08,3.215040372698401927e-08,1.325427078128126114e-08,1.721882257249636364e-08,3.285417031714054526e-09,3.103610662590284885e-05,3.701812264223332738e-05,2.076111440961755179e-04,2.598071661994513001e-03,2.117164492054219032e-07,4.196794765966756986e-07,5.506973567974824914e-07,2.457318343963207336e-07,4.237847817059221078e-07,1.121803944709504403e-07
