4.654088050314465486e-01,4.430379746835442778e-01,0.000000000000000000e+00,1.225806451612903164e-01,1.243862520458265120e-01,1.527777777777777901e-01,1.176470588235294101e-01,9.941316541960167896e-01,8.753117206982543586e-01,2.800000000000000266e-01,6.308724832214764877e-01
4.905660377358490587e-01,5.569620253164556667e-01,0.000000000000000000e+00,1.677419354838709797e-01,1.603927986906710512e-01,3.472222222222222099e-01,2.318339100346020754e-01,9.931353306299753880e-01,7.980049875311721053e-01,3.400000000000000244e-01,6.577181208053691774e-01
4.905660377358490587e-01,4.810126582278481111e-01,4.000000000000000083e-02,1.483870967741935387e-01,1.505728314238952426e-01,2.083333333333333426e-01,1.868512110726643638e-01,9.933345953431836906e-01,8.129675810473815378e-01,3.250000000000000111e-01,6.577181208053691774e-01
7.044025157232703949e-01,1.772151898734177222e-01,5.600000000000000533e-01,1.225806451612903164e-01,1.227495908346972198e-01,2.361111111111111049e-01,2.076124567474048332e-01,9.943309189092249811e-01,7.880299251870325206e-01,2.899999999999999800e-01,6.577181208053691774e-01
4.654088050314465486e-01,4.430379746835442778e-01,0.000000000000000000e+00,1.225806451612903164e-01,1.243862520458265120e-01,1.527777777777777901e-01,1.176470588235294101e-01,9.941316541960167896e-01,8.753117206982543586e-01,2.800000000000000266e-01,6.308724832214764877e-01
4.654088050314465486e-01,4.177215189873417778e-01,0.000000000000000000e+00,1.161290322580645212e-01,1.227495908346972198e-01,1.805555555555555525e-01,1.384083044982699073e-01,9.941316541960167896e-01,8.753117206982543586e-01,2.800000000000000266e-01,6.308724832214764877e-01
4.968553459119496862e-01,3.797468354430379445e-01,5.999999999999999778e-02,1.032258064516129031e-01,1.129296235679214527e-01,2.083333333333333426e-01,2.041522491349480883e-01,9.927368012035588940e-01,8.229426433915212336e-01,2.300000000000000100e-01,6.308724832214764877e-01
4.591194968553458655e-01,4.113924050632911111e-01,0.000000000000000000e+00,7.741935483870968082e-02,1.063829787234042562e-01,2.083333333333333426e-01,7.266435986159169858e-02,9.909434187846846154e-01,8.453865336658354934e-01,2.349999999999999867e-01,6.711409395973154668e-01
4.905660377358490587e-01,3.670886075949366667e-01,2.000000000000000042e-02,1.290322580645161255e-01,1.194762684124386215e-01,1.250000000000000000e-01,6.228373702422144997e-02,9.931353306299753880e-01,8.379052369077306661e-01,2.849999999999999756e-01,6.375838926174496324e-01
4.716981132075471761e-01,3.164556962025316111e-01,3.599999999999999867e-01,3.935483870967741438e-01,1.162029459901800232e-01,2.361111111111111049e-01,3.529411764705882582e-01,9.941316541960167896e-01,8.354114713216957977e-01,4.000000000000000222e-01,7.046979865771811902e-01
4.213836477987421558e-01,3.670886075949366667e-01,8.000000000000000167e-02,1.161290322580645212e-01,1.587561374795417313e-01,2.083333333333333426e-01,2.249134948096885855e-01,9.922386394205382487e-01,8.179551122194513857e-01,2.700000000000000178e-01,6.174496644295300873e-01
4.716981132075471761e-01,3.164556962025316111e-01,3.599999999999999867e-01,3.935483870967741438e-01,1.162029459901800232e-01,2.361111111111111049e-01,3.529411764705882582e-01,9.941316541960167896e-01,8.354114713216957977e-01,4.000000000000000222e-01,7.046979865771811902e-01
3.522012578616351974e-01,3.892405063291138889e-01,0.000000000000000000e+00,1.032258064516129031e-01,1.456628477905073937e-01,2.222222222222222099e-01,2.041522491349480883e-01,9.906445217148721616e-01,8.927680798004987706e-01,2.600000000000000089e-01,6.644295302013423221e-01
4.905660377358490587e-01,3.860759493670885556e-01,2.899999999999999800e-01,1.032258064516129031e-01,1.865793780687397818e-01,1.250000000000000000e-01,1.003460207612456717e-01,9.937331247696001846e-01,8.129675810473815378e-01,7.800000000000000266e-01,6.107382550335570537e-01
5.597484276729559616e-01,3.924050632911392222e-01,1.799999999999999933e-01,2.451612903225806328e-01,2.880523731587561476e-01,7.222222222222222099e-01,5.017301038062284002e-01,9.949287130488497777e-01,7.880299251870325206e-01,4.400000000000000022e-01,6.174496644295300873e-01
5.597484276729559616e-01,3.924050632911392222e-01,1.900000000000000022e-01,2.516129032258064280e-01,2.782324058919803944e-01,7.083333333333333703e-01,5.121107266435985794e-01,9.949287130488497777e-01,7.905236907730673890e-01,4.650000000000000244e-01,6.174496644295300873e-01
5.345911949685534514e-01,1.772151898734177222e-01,5.600000000000000533e-01,1.161290322580645212e-01,1.505728314238952426e-01,4.861111111111111049e-01,3.564013840830450031e-01,9.932349629865795393e-01,8.229426433915212336e-01,3.750000000000000000e-01,7.046979865771811902e-01
